user_id,lat,lon,weather_id,weather_main,weather_description,weather_icon,base,temperature,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind,wind_deg,wind_gust,rain,clouds,dt,sys,timezone,id,name,cod
3,26.2442,92.5378,800,Clear,clear sky,01n,stations,305.24,305.93,305.24,305.24,999,42,999.0,992.0,10000,1.35,161,1.49,,{'all': 2},1716572510,1716554044,19800,1259039,Rahā,200
3,25.9975,73.7898,800,Clear,clear sky,01n,stations,310.3,307.6,310.3,310.3,998,12,998.0,967.0,10000,3.17,253,4.5,,{'all': 0},1716572510,1716558517,19800,1255860,Sojat,200
10,31.7415,75.7681,800,Clear,clear sky,01n,stations,307.22,305.89,307.22,307.22,997,26,997.0,965.0,10000,1.93,47,1.9,,{'all': 0},1716572511,1716558758,19800,1271575,Garhdiwāla,200
7,24.8918,21.8984,800,Clear,clear sky,01n,stations,308.41,305.79,308.41,308.41,1010,12,1010.0,971.0,10000,5.05,56,5.84,,{'all': 0},1716572512,1716570846,7200,0,,200
9,25.8918,22.8984,800,Clear,clear sky,01n,stations,306.6,304.21,306.6,306.6,1011,14,1011.0,981.0,10000,6.55,51,11.82,,{'all': 0},1716572513,1716570723,7200,0,,200
1,23.3107,74.1926,802,Clouds,scattered clouds,03n,stations,310.62,308.94,310.62,310.62,998,19,998.0,975.0,10000,7.22,258,13.92,,{'all': 33},1716572513,1716558112,19800,1265452,Kushālgarh,200
2,35.85,77.95,801,Clouds,few clouds,02n,stations,274.83,272.64,274.83,274.83,1018,31,1018.0,575.0,10000,2.01,241,2.2,,{'all': 16},1716572514,1716645256,28800,1280878,Kangxiwar,200
3,31.85,79.95,800,Clear,clear sky,01n,stations,273.62,270.51,273.62,273.62,1015,53,1015.0,540.0,10000,2.68,251,2.9,,{'all': 0},1716572515,1716644207,28800,1279865,Toding,200
7,18.3107,79.1926,804,Clouds,overcast clouds,04n,stations,304.07,307.35,304.07,304.07,999,58,999.0,965.0,10000,9.16,172,14.32,,{'all': 90},1716572516,1716556375,19800,1267755,Karīmnagar,200
6,27.7415,74.7681,803,Clouds,broken clouds,04n,stations,310.31,308.09,310.31,310.31,998,16,998.0,961.0,10000,3.5,55,6.38,,{'all': 76},1716572517,1716558490,19800,1265354,Lachhmangarh Sīkar,200
5,25.3107,76.1926,800,Clear,clear sky,01n,stations,312.51,311.1,312.51,312.51,997,18,997.0,972.0,10000,3.17,105,7.26,,{'all': 7},1716572517,1716557860,19800,1267923,Kāpren,200
6,28.3107,71.1926,800,Clear,clear sky,01n,stations,311.82,309.12,311.82,311.82,997,12,997.0,985.0,10000,3.74,123,3.86,,{'all': 0},1716572518,1716559418,18000,1174167,Khanpur,200
8,22.2442,91.5378,801,Clouds,few clouds,02n,stations,301.19,305.83,301.19,301.19,1001,83,1001.0,1001.0,10000,6.13,167,7.39,,{'all': 16},1716572519,1716553830,21600,1185120,Sandwīp,200
9,-15.399,-121.7677,801,Clouds,few clouds,02d,stations,299.28,299.28,299.28,299.28,1017,67,1017.0,1017.0,10000,6.78,85,7.25,,{'all': 11},1716572520,1716601421,-28800,0,,200
9,21.3107,72.1926,800,Clear,clear sky,01n,stations,306.04,309.22,306.04,306.04,1000,50,1000.0,1000.0,10000,7.05,259,10.37,,{'all': 0},1716572521,1716558373,19800,1255175,Talāja,200
2,22.3107,71.1926,800,Clear,clear sky,01n,stations,304.19,306.24,304.19,304.19,1001,52,1001.0,975.0,10000,8.76,265,12.01,,{'all': 0},1716572523,1716558722,19800,1273960,Chotila,200
10,20.3107,71.1926,800,Clear,clear sky,01n,stations,301.36,307.76,301.36,301.36,1003,91,1003.0,1003.0,10000,9.13,275,12.2,,{'all': 0},1716572524,1716558505,18000,1272502,Diu,200
6,24.85,80.95,800,Clear,clear sky,01n,stations,309.46,308.22,309.46,309.46,998,23,998.0,960.0,10000,2.71,22,4.41,,{'all': 0},1716572525,1716556664,19800,1266028,Kotār,200
2,21.2442,88.5378,800,Clear,clear sky,01n,stations,303.84,310.84,303.84,303.84,1000,79,1000.0,1000.0,10000,5.18,124,7.94,,{'all': 10},1716572527,1716554441,21600,1349090,Harindānga,200
9,33.7415,73.7681,800,Clear,clear sky,01n,stations,293.08,292.04,293.08,293.08,1005,35,1005.0,809.0,10000,4.15,31,3.7,,{'all': 3},1716572528,1716559512,18000,1168544,Palandri,200
4,24.2442,92.5378,801,Clouds,few clouds,02n,stations,297.54,298.52,297.54,297.54,1001,95,1001.0,989.0,10000,0.7,105,0.61,,{'all': 17},1716572530,1716553813,19800,1266258,Kolasib,200
10,21.85,76.95,804,Clouds,overcast clouds,04n,stations,310.99,308.85,310.99,310.99,997,16,997.0,943.0,10000,1.33,87,3.38,,{'all': 85},1716572532,1716557289,19800,1270271,Harsūd,200
9,29.7415,75.7681,800,Clear,clear sky,01n,stations,311.23,308.96,311.23,311.23,997,15,997.0,973.0,10000,1.11,259,1.23,,{'all': 0},1716572534,1716558498,19800,1269470,Jākhal,200
1,24.85,78.95,800,Clear,clear sky,01n,stations,309.37,308.5,309.37,309.37,998,25,998.0,966.0,10000,2.49,100,2.89,,{'all': 0},1716572536,1716557145,19800,1277613,Baldeogarh,200
3,27.7415,77.7681,800,Clear,clear sky,01n,stations,310.99,309.2,310.99,310.99,997,18,997.0,977.0,10000,1.39,87,1.5,,{'all': 0},1716572537,1716557770,19800,1276419,Beswān,200
8,30.7415,74.7681,800,Clear,clear sky,01n,stations,310.62,308.03,310.62,310.62,997,13,997.0,976.0,10000,3.16,43,4.03,,{'all': 0},1716572538,1716558867,19800,1271949,Farīdkot,200
3,29.7415,73.7681,800,Clear,clear sky,01n,stations,310.1,307.73,310.1,310.1,997,15,997.0,978.0,10000,0.94,92,1.04,,{'all': 0},1716572539,1716558979,19800,1260938,Padampur,200
7,32.7415,74.7681,801,Clouds,few clouds,02n,stations,299.9,299.34,299.9,299.9,998,28,998.0,968.0,10000,3.05,47,5.39,,{'all': 19},1716572539,1716559133,19800,1269321,Jammu,200
7,31.7415,73.7681,800,Clear,clear sky,01n,stations,310.0,307.31,310.0,310.0,997,12,997.0,975.0,10000,2.1,141,2.24,,{'all': 0},1716572540,1716559239,18000,1180983,Chuchar-kana Mandi,200
6,29.7415,70.7681,800,Clear,clear sky,01n,stations,313.35,310.01,313.35,313.35,996,8,996.0,985.0,10000,2.99,223,3.16,,{'all': 0},1716572542,1716559699,18000,1176241,Jampur,200
2,24.7415,66.7681,800,Clear,clear sky,01n,stations,304.31,311.31,304.31,304.31,1001,86,1001.0,1001.0,10000,4.5,232,6.97,,{'all': 0},1716572543,1716560057,18000,1174872,Karachi,200
2,34.7415,72.7681,803,Clouds,broken clouds,04n,stations,292.32,291.62,292.32,292.32,1008,51,1008.0,850.0,10000,3.88,4,4.24,,{'all': 60},1716572544,1716559894,18000,1482305,Alpurai,200
9,32.7415,72.7681,801,Clouds,few clouds,02n,stations,305.56,303.28,305.56,305.56,999,14,999.0,920.0,10000,2.02,6,1.98,,{'all': 24},1716572545,1716559614,18000,1175232,Kallar Kahar,200
8,29.7415,72.7681,800,Clear,clear sky,01n,stations,311.64,309.09,311.64,311.64,997,13,997.0,981.0,10000,2.32,155,2.46,,{'all': 0},1716572546,1716559219,18000,1181073,Chishtian,200
2,28.7415,69.7681,800,Clear,clear sky,01n,stations,311.74,308.67,311.74,311.74,997,9,997.0,982.0,10000,1.95,127,2.06,,{'all': 0},1716572547,1716559813,18000,1166819,Rojhan,200
10,20.2442,87.5378,803,Clouds,broken clouds,04n,stations,303.85,310.85,303.85,303.85,999,80,999.0,999.0,10000,5.62,90,8.3,,{'all': 60},1716572548,1716554574,21600,1260393,Paradip,200
8,26.3107,69.1926,800,Clear,clear sky,01n,stations,308.85,310.16,308.85,308.85,997,35,997.0,993.0,10000,8.1,229,13.91,,{'all': 1},1716572549,1716559657,18000,1163953,Tando Mitha Khan,200
7,21.2442,90.5378,801,Clouds,few clouds,02n,stations,304.22,311.22,304.22,304.22,1000,75,1000.0,1000.0,10000,8.85,128,10.39,,{'all': 21},1716572550,1716553961,21600,1205481,Uttar Char Fasson,200
8,25.3107,68.1926,800,Clear,clear sky,01n,stations,304.89,307.51,304.89,304.89,1000,52,1000.0,995.0,10000,8.13,246,12.33,,{'all': 0},1716572551,1716559780,18000,1172904,Kotri,200
5,28.7415,74.7681,800,Clear,clear sky,01n,stations,310.29,308.06,310.29,310.29,997,16,997.0,972.0,10000,2.73,55,2.92,,{'all': 1},1716572553,1716558613,19800,1254908,Tārānagar,200
8,24.6463,-168.8889,804,Clouds,overcast clouds,04d,stations,296.12,296.59,296.12,296.12,1020,81,1020.0,1020.0,10000,2.31,99,2.42,,{'all': 98},1716572554,1716616623,-36000,0,,200
1,-70.4197,70.7478,803,Clouds,broken clouds,04n,stations,243.06,236.06,243.06,243.06,987,69,987.0,976.0,10000,11.25,200,21.7,,{'all': 70},1716572555,0,18000,0,,200
9,27.85,77.95,800,Clear,clear sky,01n,stations,310.42,308.7,310.42,310.42,997,19,997.0,977.0,10000,2.28,70,2.5,,{'all': 0},1716572556,1716557739,19800,1279017,Aligarh,200
10,25.7415,79.7681,800,Clear,clear sky,01n,stations,311.59,311.15,311.59,311.59,997,23,997.0,983.0,10000,2.75,81,3.78,,{'all': 5},1716572558,1716557051,19800,1257167,Sarīla,200
1,19.85,85.95,804,Clouds,overcast clouds,04n,stations,302.68,309.68,302.68,304.37,1000,82,1000.0,998.0,10000,2.86,42,4.39,,{'all': 97},1716572560,1716554914,19800,1259184,Puri,200
6,28.7415,76.7681,800,Clear,clear sky,01n,stations,307.21,305.18,307.21,307.21,997,20,997.0,974.0,10000,2.62,58,3.07,,{'all': 4},1716572561,1716558133,19800,1436767,Kheri Sāmpla,200
3,25.85,74.95,800,Clear,clear sky,01n,stations,311.18,308.9,311.18,311.18,998,15,998.0,959.0,10000,0.39,145,1.17,,{'all': 2},1716572561,1716558221,19800,1267336,Kekri,200
5,31.7415,70.7681,801,Clouds,few clouds,02n,stations,312.43,309.31,312.43,312.43,996,9,996.0,977.0,10000,1.45,187,2.21,,{'all': 18},1716572562,1716559959,18000,1180281,Dera Ismail Khan,200
3,25.7415,65.7681,800,Clear,clear sky,01n,stations,306.54,306.13,306.54,306.54,1001,33,1001.0,978.0,10000,1.52,336,1.83,,{'all': 6},1716572562,1716560413,18000,1182998,Bela,200
8,18.85,84.95,804,Clouds,overcast clouds,04n,stations,303.21,310.21,303.21,303.21,1000,82,1000.0,1000.0,10000,2.4,52,2.91,,{'all': 86},1716572564,1716555049,19800,1255816,Sompeta,200
5,32.7415,73.7681,800,Clear,clear sky,01n,stations,308.97,306.46,308.97,308.97,997,14,997.0,972.0,10000,2.08,68,2.19,,{'all': 10},1716572564,1716559373,18000,6940901,Mehmand Chak,200
7,40.7415,67.7681,804,Clouds,overcast clouds,04n,stations,295.68,295.5,295.68,295.68,1010,58,1010.0,982.0,10000,2.25,81,2.44,,{'all': 90},1716572565,1716562043,18000,1514125,Dustlik,200
3,28.7415,71.7681,800,Clear,clear sky,01n,stations,312.31,309.8,312.31,312.31,996,13,996.0,984.0,10000,2.9,161,3.11,,{'all': 0},1716572565,1716559333,18000,1162316,Yazman,200
6,-38.2386,57.2232,804,Clouds,overcast clouds,04n,stations,286.07,285.11,286.07,286.07,1023,65,1023.0,1023.0,10000,6.56,126,6.09,,{'all': 98},1716572567,1716555786,14400,0,,200
7,-39.2386,58.2232,804,Clouds,overcast clouds,04n,stations,284.64,283.41,284.64,284.64,1023,60,1023.0,1023.0,10000,5.15,148,5.12,,{'all': 86},1716572568,1716555394,14400,0,,200
2,24.8918,23.8984,800,Clear,clear sky,01n,stations,307.79,305.26,307.79,307.79,1011,13,1011.0,967.0,10000,5.76,47,9.96,,{'all': 0},1716572570,1716570366,7200,88562,At Tāj,200
10,-70.9197,70.2478,804,Clouds,overcast clouds,04n,stations,241.95,234.95,241.95,241.95,988,71,988.0,977.0,10000,8.74,204,18.08,,{'all': 86},1716572571,0,18000,0,,200
3,-71.4197,69.7478,803,Clouds,broken clouds,04n,stations,242.31,235.31,242.31,242.31,989,70,989.0,977.0,10000,7.81,214,15.73,,{'all': 67},1716572573,0,18000,0,,200
9,-82.6102,-47.0653,802,Clouds,scattered clouds,03n,stations,242.2,235.2,242.2,242.2,983,56,983.0,929.0,10000,11.99,189,17.67,,{'all': 50},1716572574,0,-10800,0,,200
9,-83.6102,-46.0653,800,Clear,clear sky,01n,stations,234.78,227.78,234.78,234.78,989,71,989.0,851.0,10000,5.36,148,6.09,,{'all': 5},1716572574,0,-10800,0,,200
4,-82.6102,-45.0653,802,Clouds,scattered clouds,03n,stations,238.86,231.86,238.86,238.86,983,65,983.0,956.0,10000,6.62,182,8.87,,{'all': 42},1716572575,0,-10800,0,,200
6,-81.6102,-44.0653,804,Clouds,overcast clouds,04n,stations,236.42,229.42,236.42,236.42,982,77,982.0,964.0,10000,2.87,175,2.82,,{'all': 100},1716572576,0,-10800,0,,200
6,-80.6102,-43.0653,804,Clouds,overcast clouds,04n,stations,240.05,233.05,240.05,240.05,981,86,981.0,966.0,10000,2.03,107,2.2,,{'all': 100},1716572577,0,-10800,0,,200
5,-37.3159,81.1496,803,Clouds,broken clouds,04n,stations,288.04,287.57,288.04,288.04,1010,76,1010.0,1010.0,10000,13.26,292,16.47,,{'all': 60},1716572578,1716550183,18000,0,,200
10,21.2442,97.5378,803,Clouds,broken clouds,04n,stations,292.95,293.44,292.95,292.95,1007,94,1007.0,864.0,10000,1.13,156,3.02,,{'all': 83},1716572579,1716638707,23400,1293960,Taunggyi,200
3,-38.3159,82.1496,804,Clouds,overcast clouds,04n,stations,287.4,286.89,287.4,287.4,1008,77,1008.0,1008.0,10000,14.1,298,17.01,,{'all': 93},1716572581,1716549795,18000,0,,200
5,24.85,82.95,802,Clouds,scattered clouds,03n,stations,307.57,306.82,307.57,307.57,998,29,998.0,965.0,10000,2.62,141,3.34,,{'all': 39},1716572582,1716556184,19800,1271264,Ghorāwal,200
8,28.7415,78.7681,801,Clouds,few clouds,02n,stations,308.4,308.19,308.4,308.4,997,30,997.0,976.0,10000,2.77,114,4.44,,{'all': 13},1716572584,1716557652,19800,1265613,Kundarkhi,200
4,24.7415,82.7681,802,Clouds,scattered clouds,03n,stations,307.6,306.86,307.6,307.6,998,29,998.0,966.0,10000,2.64,141,3.82,,{'all': 39},1716572585,1716556215,19800,1271264,Ghorāwal,200
9,35.7415,75.7681,803,Clouds,broken clouds,04n,stations,261.52,254.95,261.52,261.52,1026,62,1026.0,515.0,10000,3.64,45,2.98,,{'all': 79},1716572586,1716559320,18000,7419775,Sneuron,200
2,18.1232,80.2088,804,Clouds,overcast clouds,04n,stations,302.31,306.43,302.31,302.31,999,71,999.0,978.0,10000,4.14,191,10.57,,{'all': 100},1716572586,1716556112,19800,1252745,Yellandu,200
9,27.85,81.95,801,Clouds,few clouds,02n,stations,307.29,306.81,307.29,307.29,998,31,998.0,983.0,10000,2.25,56,2.23,,{'all': 22},1716572587,1716556779,19800,1275921,Bhinga,200
2,30.7415,80.7681,800,Clear,clear sky,01n,stations,278.09,276.19,278.09,278.09,1015,63,1015.0,598.0,10000,2.26,216,2.77,,{'all': 3},1716572587,1716643863,28800,1281593,Burang,200
8,22.3107,75.1926,804,Clouds,overcast clouds,04n,stations,310.17,309.38,310.17,310.17,998,24,998.0,973.0,10000,9.01,286,15.2,,{'all': 98},1716572588,1716557761,19800,1263940,Manāwar,200
6,21.3107,70.1926,800,Clear,clear sky,01n,stations,301.3,306.65,301.3,301.3,1003,86,1003.0,1000.0,10000,5.05,267,7.83,,{'all': 0},1716572589,1716558853,19800,1267227,Keshod,200
10,-70.6102,-52.0653,804,Clouds,overcast clouds,04n,stations,250.02,243.02,250.02,250.02,986,92,986.0,986.0,10000,5.92,318,10.37,,{'all': 85},1716572590,0,-10800,0,,200
7,25.85,79.95,802,Clouds,scattered clouds,03n,stations,311.55,311.1,311.55,311.55,997,23,997.0,983.0,10000,2.44,94,3.18,,{'all': 25},1716572591,1716557020,19800,1265534,Kurāra,200
6,25.2442,91.5378,804,Clouds,overcast clouds,04n,stations,296.39,296.55,296.39,296.39,1003,68,1003.0,902.0,10000,2.42,7,1.77,,{'all': 92},1716572593,1716554168,19800,1274406,Cherrapunjee,200
6,26.85,78.95,800,Clear,clear sky,01n,stations,310.59,309.3,310.59,310.59,997,21,997.0,980.0,10000,2.93,134,3.63,,{'all': 0},1716572594,1716557379,19800,1269158,Jaswantnagar,200
4,24.2442,90.5378,800,Clear,clear sky,01n,stations,305.16,307.78,305.16,305.16,1000,51,1000.0,998.0,10000,2.9,172,4.58,,{'all': 0},1716572595,1716554293,21600,1337179,Dhaka Division,200
4,3.2442,83.5378,804,Clouds,overcast clouds,04n,stations,302.03,307.98,302.03,302.03,1008,82,1008.0,1008.0,10000,9.16,222,12.58,,{'all': 100},1716572596,1716553881,21600,0,,200
6,-9.7558,93.5378,802,Clouds,scattered clouds,03n,stations,301.43,305.96,301.43,301.43,1009,80,1009.0,1009.0,10000,9.07,107,10.21,,{'all': 38},1716572597,1716550289,21600,0,,200
4,25.6463,-169.8889,804,Clouds,overcast clouds,04d,stations,295.74,296.17,295.74,295.74,1020,81,1020.0,1020.0,10000,5.36,41,4.96,,{'all': 88},1716572598,1716616979,-36000,0,,200
8,-73.6102,-48.0653,804,Clouds,overcast clouds,04n,stations,252.48,245.48,252.48,252.48,980,93,980.0,980.0,10000,5.78,316,9.68,,{'all': 100},1716572599,0,-10800,0,,200
10,23.85,74.95,804,Clouds,overcast clouds,04n,stations,310.83,309.2,310.83,310.83,998,19,998.0,944.0,10000,5.98,248,7.92,,{'all': 91},1716572600,1716557991,19800,1259338,Pratāpgarh,200
2,27.85,79.95,803,Clouds,broken clouds,04n,stations,310.29,309.79,310.29,310.29,997,25,997.0,980.0,10000,3.19,105,6.03,,{'all': 53},1716572600,1716557259,19800,1256728,Shahjahanpur,200
10,26.7415,78.7681,800,Clear,clear sky,01n,stations,310.77,309.53,310.77,310.77,997,21,997.0,982.0,10000,2.83,133,3.75,,{'all': 0},1716572601,1716557409,19800,1275926,Bhind,200
1,22.85,75.95,803,Clouds,broken clouds,04n,stations,309.38,307.2,309.38,309.38,998,17,998.0,942.0,10000,1.7,329,5.9,,{'all': 53},1716572602,1716557639,19800,1273066,Dewas,200
2,-5.15,85.95,804,Clouds,overcast clouds,04n,stations,302.12,306.97,302.12,302.12,1008,76,1008.0,1008.0,10000,5.39,130,6.12,,{'all': 89},1716572603,1716552536,21600,0,,200
2,17.85,80.95,804,Clouds,overcast clouds,04n,stations,301.58,304.99,301.58,301.58,1000,72,1000.0,991.0,10000,2.55,179,6.51,,{'all': 100},1716572603,1716555905,19800,1276328,Bhadrāchalam,200
5,36.7415,64.7681,800,Clear,clear sky,01n,stations,299.46,299.46,299.46,299.46,1012,29,1012.0,974.0,10000,6.13,318,10.67,,{'all': 10},1716572604,1716562112,16200,1464552,Qaram Qōl,200
10,28.85,78.95,800,Clear,clear sky,01n,stations,307.77,307.48,307.77,307.77,998,31,998.0,976.0,10000,2.71,106,4.31,,{'all': 8},1716572606,1716557622,19800,1258599,Rāmpur,200
10,22.85,67.95,800,Clear,clear sky,01n,stations,301.89,308.89,301.89,301.89,1002,89,1002.0,1002.0,10000,6.7,253,8.35,,{'all': 3},1716572606,1716559560,18000,1262062,Naliya,200
4,21.7415,79.7681,802,Clouds,scattered clouds,03n,stations,309.41,308.16,309.41,309.41,997,23,997.0,960.0,10000,3.0,33,8.2,,{'all': 42},1716572607,1716556601,19800,1267538,Katangi,200
3,22.7415,78.7681,800,Clear,clear sky,01n,stations,308.69,307.59,308.69,308.69,998,25,998.0,958.0,10000,2.6,94,4.12,,{'all': 5},1716572608,1716556951,19800,1274267,Chichli,200
3,-74.6102,-45.0653,600,Snow,light snow,13n,stations,249.65,242.65,249.65,249.65,979,98,979.0,979.0,121,7.55,326,12.13,,{'all': 100},1716572609,0,-10800,0,,200
